project-name,interface,parameter
openemr,GET /apis/default/api/medical_problem/{muuid},muuid
openemr,GET /apis/default/api/patient,country_code
openemr,GET /apis/default/api/patient,email
openemr,GET /apis/default/api/patient,postal_code
openemr,GET /apis/default/api/patient/{pid}/appointment,pid
openemr,GET /apis/default/api/patient/{pid}/appointment/{eid},eid
openemr,GET /apis/default/api/patient/{pid}/appointment/{eid},pid
openemr,GET /apis/default/api/patient/{pid}/dental_issue,pid
openemr,GET /apis/default/api/patient/{pid}/dental_issue/{did},did
openemr,GET /apis/default/api/patient/{pid}/dental_issue/{did},pid
openemr,GET /apis/default/api/patient/{pid}/document,pid
openemr,GET /apis/default/api/patient/{pid}/document/{did},did
openemr,GET /apis/default/api/patient/{pid}/document/{did},pid
openemr,GET /apis/default/api/patient/{pid}/encounter/{eid}/soap_note,eid
openemr,GET /apis/default/api/patient/{pid}/encounter/{eid}/soap_note,pid
openemr,GET /apis/default/api/patient/{pid}/encounter/{eid}/soap_note/{sid},eid
openemr,GET /apis/default/api/patient/{pid}/encounter/{eid}/soap_note/{sid},pid
openemr,GET /apis/default/api/patient/{pid}/encounter/{eid}/soap_note/{sid},sid
openemr,GET /apis/default/api/patient/{pid}/encounter/{eid}/vital,eid
openemr,GET /apis/default/api/patient/{pid}/encounter/{eid}/vital,pid
openemr,GET /apis/default/api/patient/{pid}/encounter/{eid}/vital/{vid},eid
openemr,GET /apis/default/api/patient/{pid}/encounter/{eid}/vital/{vid},pid
openemr,GET /apis/default/api/patient/{pid}/encounter/{eid}/vital/{vid},vid
openemr,GET /apis/default/api/patient/{pid}/medication,pid
openemr,GET /apis/default/api/patient/{pid}/medication/{mid},mid
openemr,GET /apis/default/api/patient/{pid}/medication/{mid},pid
openemr,GET /apis/default/api/patient/{pid}/surgery,pid
openemr,GET /apis/default/api/patient/{pid}/surgery/{sid},pid
openemr,GET /apis/default/api/patient/{pid}/surgery/{sid},sid
openemr,GET /apis/default/api/patient/{pid}/transaction,pid
openemr,GET /apis/default/api/patient/{puuid},puuid
openemr,GET /apis/default/api/patient/{puuid}/allergy,puuid
openemr,GET /apis/default/api/patient/{puuid}/allergy/{auuid},auuid
openemr,GET /apis/default/api/patient/{puuid}/allergy/{auuid},puuid
openemr,GET /apis/default/api/patient/{puuid}/employer,pid
openemr,GET /apis/default/api/patient/{puuid}/encounter,puuid
openemr,GET /apis/default/api/patient/{puuid}/encounter/{euuid},euuid
openemr,GET /apis/default/api/patient/{puuid}/encounter/{euuid},puuid
openemr,GET /apis/default/api/patient/{puuid}/insurance,pid
openemr,GET /apis/default/api/patient/{puuid}/insurance/$swap-insurance,pid
openemr,GET /apis/default/api/patient/{puuid}/insurance/$swap-insurance,uuid
openemr,GET /apis/default/api/patient/{puuid}/insurance/{uuid},pid
openemr,GET /apis/default/api/patient/{puuid}/medical_problem,puuid
openemr,GET /apis/default/api/patient/{puuid}/medical_problem/{muuid},muuid
openemr,GET /apis/default/api/patient/{puuid}/medical_problem/{muuid},puuid
openemr,GET /apis/default/api/practitioner,email
openemr,GET /apis/default/api/practitioner,facility_id
openemr,GET /apis/default/api/practitioner,federaldrugid
openemr,GET /apis/default/api/practitioner,federaltaxid
openemr,GET /apis/default/api/practitioner,phone
openemr,GET /apis/default/api/practitioner,username
openemr,GET /apis/default/api/practitioner/{pruuid},pruuid
openemr,GET /apis/default/api/prescription/{uuid},uuid
openemr,GET /apis/default/api/procedure/{uuid},uuid
openemr,GET /apis/default/api/user,email
openemr,GET /apis/default/api/user,facility_id
openemr,GET /apis/default/api/user,federaldrugid
openemr,GET /apis/default/api/user,federaltaxid
openemr,GET /apis/default/api/user,id
openemr,GET /apis/default/api/user,phone
openemr,GET /apis/default/api/user,username
openemr,GET /apis/default/api/user/{uuid},uuid
openemr,GET /apis/default/fhir/AllergyIntolerance,_id
openemr,GET /apis/default/fhir/AllergyIntolerance/{uuid},uuid
openemr,GET /apis/default/fhir/Appointment,_id
openemr,GET /apis/default/fhir/Appointment/{uuid},uuid
openemr,GET /apis/default/fhir/Binary/{id},id
openemr,GET /apis/default/fhir/CarePlan,_id
openemr,GET /apis/default/fhir/CarePlan/{uuid},uuid
openemr,GET /apis/default/fhir/CareTeam,_id
openemr,GET /apis/default/fhir/CareTeam/{uuid},uuid
openemr,GET /apis/default/fhir/Condition,_id
openemr,GET /apis/default/fhir/Condition/{uuid},uuid
openemr,GET /apis/default/fhir/Coverage,_id
openemr,GET /apis/default/fhir/Coverage/{uuid},uuid
openemr,GET /apis/default/fhir/Device,_id
openemr,GET /apis/default/fhir/Device/{uuid},uuid
openemr,GET /apis/default/fhir/DiagnosticReport,_id
openemr,GET /apis/default/fhir/DiagnosticReport,code
openemr,GET /apis/default/fhir/DiagnosticReport/{uuid},uuid
openemr,GET /apis/default/fhir/DocumentReference,_id
openemr,GET /apis/default/fhir/DocumentReference/{uuid},uuid
openemr,GET /apis/default/fhir/Encounter,_id
openemr,GET /apis/default/fhir/Encounter/{uuid},uuid
openemr,GET /apis/default/fhir/Goal,_id
openemr,GET /apis/default/fhir/Goal/{uuid},uuid
openemr,GET /apis/default/fhir/Group,_id
openemr,GET /apis/default/fhir/Group/{id}/$export,id
openemr,GET /apis/default/fhir/Group/{uuid},uuid
openemr,GET /apis/default/fhir/Immunization,_id
openemr,GET /apis/default/fhir/Immunization/{uuid},uuid
openemr,GET /apis/default/fhir/Location,_id
openemr,GET /apis/default/fhir/Location/{uuid},uuid
openemr,GET /apis/default/fhir/Medication,_id
openemr,GET /apis/default/fhir/Medication/{uuid},uuid
openemr,GET /apis/default/fhir/MedicationRequest,_id
openemr,GET /apis/default/fhir/MedicationRequest/{uuid},uuid
openemr,GET /apis/default/fhir/Observation,_id
openemr,GET /apis/default/fhir/Observation,code
openemr,GET /apis/default/fhir/Observation/{uuid},uuid
openemr,GET /apis/default/fhir/Organization,_id
openemr,GET /apis/default/fhir/Organization,address-postalcode
openemr,GET /apis/default/fhir/Organization,email
openemr,GET /apis/default/fhir/Organization,phone
openemr,GET /apis/default/fhir/Organization/{uuid},uuid
openemr,GET /apis/default/fhir/Patient,_id
openemr,GET /apis/default/fhir/Patient,address-postalcode
openemr,GET /apis/default/fhir/Patient,email
openemr,GET /apis/default/fhir/Patient,phone
openemr,GET /apis/default/fhir/Patient/{uuid},uuid
openemr,GET /apis/default/fhir/Person,_id
openemr,GET /apis/default/fhir/Person,address-postalcode
openemr,GET /apis/default/fhir/Person,email
openemr,GET /apis/default/fhir/Person,phone
openemr,GET /apis/default/fhir/Person/{uuid},uuid
openemr,GET /apis/default/fhir/Practitioner,_id
openemr,GET /apis/default/fhir/Practitioner,address-postalcode
openemr,GET /apis/default/fhir/Practitioner,email
openemr,GET /apis/default/fhir/Practitioner,phone
openemr,GET /apis/default/fhir/Practitioner/{uuid},uuid
openemr,GET /apis/default/fhir/PractitionerRole,_id
openemr,GET /apis/default/fhir/PractitionerRole/{uuid},uuid
openemr,GET /apis/default/fhir/Procedure,_id
openemr,GET /apis/default/fhir/Procedure/{uuid},uuid
openemr,GET /apis/default/fhir/Provenance,_id
openemr,GET /apis/default/fhir/Provenance/{uuid},uuid
openemr,GET /apis/default/fhir/Questionnaire,_id
openemr,GET /apis/default/fhir/QuestionnaireResponse,_id
openemr,GET /apis/default/fhir/QuestionnaireResponse/{uuid},uuid
openemr,GET /apis/default/fhir/ServiceRequest,_id
openemr,GET /apis/default/fhir/ServiceRequest,code
openemr,GET /apis/default/fhir/ServiceRequest/{uuid},uuid
openemr,GET /apis/default/fhir/Specimen,_id
openemr,GET /apis/default/fhir/Specimen/{uuid},uuid
openemr,GET /apis/default/fhir/ValueSet,_id
openemr,GET /apis/default/fhir/ValueSet/{uuid},uuid
openemr,GET /apis/default/portal/patient/appointment/{auuid},auuid
openemr,GET /apis/default/portal/patient/encounter/{euuid},euuid
openemr,POST /apis/default/api/facility,country_code
openemr,POST /apis/default/api/facility,email
openemr,POST /apis/default/api/facility,facility_code
openemr,POST /apis/default/api/facility,oid
openemr,POST /apis/default/api/facility,phone
openemr,POST /apis/default/api/facility,postal_code
openemr,POST /apis/default/api/insurance_company,alt_cms_id
openemr,POST /apis/default/api/insurance_company,cms_id
openemr,POST /apis/default/api/insurance_company,ins_type_code
openemr,POST /apis/default/api/insurance_company,x12_default_partner_id
openemr,POST /apis/default/api/insurance_company,x12_receiver_id
openemr,POST /apis/default/api/patient,country_code
openemr,POST /apis/default/api/patient,postal_code
openemr,POST /apis/default/api/patient/{pid}/appointment,pc_aid
openemr,POST /apis/default/api/patient/{pid}/appointment,pc_catid
openemr,POST /apis/default/api/patient/{pid}/appointment,pid
openemr,POST /apis/default/api/patient/{pid}/dental_issue,pid
openemr,POST /apis/default/api/patient/{pid}/document,pid
openemr,POST /apis/default/api/patient/{pid}/encounter/{eid}/soap_note,eid
openemr,POST /apis/default/api/patient/{pid}/encounter/{eid}/soap_note,pid
openemr,POST /apis/default/api/patient/{pid}/encounter/{eid}/vital,eid
openemr,POST /apis/default/api/patient/{pid}/encounter/{eid}/vital,pid
openemr,POST /apis/default/api/patient/{pid}/medication,pid
openemr,POST /apis/default/api/patient/{pid}/message,pid
openemr,POST /apis/default/api/patient/{pid}/surgery,pid
openemr,POST /apis/default/api/patient/{pid}/transaction,pid
openemr,POST /apis/default/api/patient/{puuid}/allergy,puuid
openemr,POST /apis/default/api/patient/{puuid}/encounter,class_code
openemr,POST /apis/default/api/patient/{puuid}/encounter,external_id
openemr,POST /apis/default/api/patient/{puuid}/encounter,facility_id
openemr,POST /apis/default/api/patient/{puuid}/encounter,pc_catid
openemr,POST /apis/default/api/patient/{puuid}/encounter,pos_code
openemr,POST /apis/default/api/patient/{puuid}/encounter,provider_id
openemr,POST /apis/default/api/patient/{puuid}/encounter,puuid
openemr,POST /apis/default/api/patient/{puuid}/insurance,group_number
openemr,POST /apis/default/api/patient/{puuid}/insurance,policy_number
openemr,POST /apis/default/api/patient/{puuid}/insurance,puuid
openemr,POST /apis/default/api/patient/{puuid}/insurance,subscriber_employer_postal_code
openemr,POST /apis/default/api/patient/{puuid}/insurance,subscriber_phone
openemr,POST /apis/default/api/patient/{puuid}/insurance,subscriber_postal_code
openemr,POST /apis/default/api/patient/{puuid}/medical_problem,puuid
openemr,POST /apis/default/api/practitioner,email
openemr,POST /apis/default/api/practitioner,facility_id
openemr,POST /apis/default/api/practitioner,federaldrugid
openemr,POST /apis/default/api/practitioner,federaltaxid
openemr,POST /apis/default/api/practitioner,phone
openemr,POST /apis/default/api/practitioner,state_license_number
openemr,POST /apis/default/api/practitioner,username
openemr,PUT /apis/default/api/facility/{fuuid},country_code
openemr,PUT /apis/default/api/facility/{fuuid},email
openemr,PUT /apis/default/api/facility/{fuuid},facility_code
openemr,PUT /apis/default/api/facility/{fuuid},fuuid
openemr,PUT /apis/default/api/facility/{fuuid},oid
openemr,PUT /apis/default/api/facility/{fuuid},phone
openemr,PUT /apis/default/api/facility/{fuuid},postal_code
openemr,PUT /apis/default/api/insurance_company/{iid},alt_cms_id
openemr,PUT /apis/default/api/insurance_company/{iid},cms_id
openemr,PUT /apis/default/api/insurance_company/{iid},iid
openemr,PUT /apis/default/api/insurance_company/{iid},ins_type_code
openemr,PUT /apis/default/api/insurance_company/{iid},x12_default_partner_id
openemr,PUT /apis/default/api/insurance_company/{iid},x12_receiver_id
openemr,PUT /apis/default/api/patient/{pid}/dental_issue/{did},did
openemr,PUT /apis/default/api/patient/{pid}/dental_issue/{did},pid
openemr,PUT /apis/default/api/patient/{pid}/encounter/{eid}/soap_note/{sid},eid
openemr,PUT /apis/default/api/patient/{pid}/encounter/{eid}/soap_note/{sid},pid
openemr,PUT /apis/default/api/patient/{pid}/encounter/{eid}/soap_note/{sid},sid
openemr,PUT /apis/default/api/patient/{pid}/encounter/{eid}/vital/{vid},eid
openemr,PUT /apis/default/api/patient/{pid}/encounter/{eid}/vital/{vid},pid
openemr,PUT /apis/default/api/patient/{pid}/encounter/{eid}/vital/{vid},vid
openemr,PUT /apis/default/api/patient/{pid}/medication/{mid},mid
openemr,PUT /apis/default/api/patient/{pid}/medication/{mid},pid
openemr,PUT /apis/default/api/patient/{pid}/message/{mid},mid
openemr,PUT /apis/default/api/patient/{pid}/message/{mid},pid
openemr,PUT /apis/default/api/patient/{pid}/surgery/{sid},pid
openemr,PUT /apis/default/api/patient/{pid}/surgery/{sid},sid
openemr,PUT /apis/default/api/patient/{puuid},country_code
openemr,PUT /apis/default/api/patient/{puuid},postal_code
openemr,PUT /apis/default/api/patient/{puuid},puuid
openemr,PUT /apis/default/api/patient/{puuid}/allergy/{auuid},auuid
openemr,PUT /apis/default/api/patient/{puuid}/allergy/{auuid},puuid
openemr,PUT /apis/default/api/patient/{puuid}/encounter/{euuid},class_code
openemr,PUT /apis/default/api/patient/{puuid}/encounter/{euuid},euuid
openemr,PUT /apis/default/api/patient/{puuid}/encounter/{euuid},external_id
openemr,PUT /apis/default/api/patient/{puuid}/encounter/{euuid},facility_id
openemr,PUT /apis/default/api/patient/{puuid}/encounter/{euuid},pc_catid
openemr,PUT /apis/default/api/patient/{puuid}/encounter/{euuid},pos_code
openemr,PUT /apis/default/api/patient/{puuid}/encounter/{euuid},provider_id
openemr,PUT /apis/default/api/patient/{puuid}/encounter/{euuid},puuid
openemr,PUT /apis/default/api/patient/{puuid}/insurance/{insuranceUuid},group_number
openemr,PUT /apis/default/api/patient/{puuid}/insurance/{insuranceUuid},insuranceUuid
openemr,PUT /apis/default/api/patient/{puuid}/insurance/{insuranceUuid},policy_number
openemr,PUT /apis/default/api/patient/{puuid}/insurance/{insuranceUuid},puuid
openemr,PUT /apis/default/api/patient/{puuid}/insurance/{insuranceUuid},subscriber_employer_postal_code
openemr,PUT /apis/default/api/patient/{puuid}/insurance/{insuranceUuid},subscriber_phone
openemr,PUT /apis/default/api/patient/{puuid}/insurance/{insuranceUuid},subscriber_postal_code
openemr,PUT /apis/default/api/patient/{puuid}/medical_problem/{muuid},muuid
openemr,PUT /apis/default/api/patient/{puuid}/medical_problem/{muuid},puuid
openemr,PUT /apis/default/api/practitioner/{pruuid},email
openemr,PUT /apis/default/api/practitioner/{pruuid},facility_id
openemr,PUT /apis/default/api/practitioner/{pruuid},federaldrugid
openemr,PUT /apis/default/api/practitioner/{pruuid},federaltaxid
openemr,PUT /apis/default/api/practitioner/{pruuid},phone
openemr,PUT /apis/default/api/practitioner/{pruuid},pruuid
openemr,PUT /apis/default/api/practitioner/{pruuid},state_license_number
openemr,PUT /apis/default/api/practitioner/{pruuid},username
openemr,PUT /apis/default/api/transaction/{tid},tid
openemr,PUT /apis/default/fhir/Organization/{uuid},uuid
openemr,PUT /apis/default/fhir/Patient/{uuid},uuid
openemr,PUT /apis/default/fhir/Practitioner/{uuid},uuid
pybbs,DELETE /api/collect/{topicId},token
pybbs,DELETE /api/collect/{topicId},topicId
pybbs,DELETE /api/comment/{id},id
pybbs,DELETE /api/comment/{id},token
pybbs,DELETE /api/topic,id
pybbs,DELETE /api/topic,token
pybbs,GET /api/comment/{id}/vote,id
pybbs,GET /api/comment/{id}/vote,token
pybbs,GET /api/notification/list,token
pybbs,GET /api/notification/markRead,token
pybbs,GET /api/notification/notRead,token
pybbs,GET /api/sendEmailCode,email
pybbs,GET /api/sendEmailCode,token
pybbs,GET /api/send_code,mobile
pybbs,GET /api/settings/refreshToken,token
pybbs,GET /api/settings/sendActiveEmail,token
pybbs,GET /api/topic/{id},id
pybbs,GET /api/topic/{id},token
pybbs,GET /api/topic/{id}/vote,id
pybbs,GET /api/topic/{id}/vote,token
pybbs,GET /api/user/{username},username
pybbs,GET /api/user/{username}/collects,username
pybbs,GET /api/user/{username}/comments,username
pybbs,GET /api/user/{username}/topics,username
pybbs,POST /api/collect/{topicId},token
pybbs,POST /api/collect/{topicId},topicId
pybbs,POST /api/comment,commentId
pybbs,POST /api/comment,token
pybbs,POST /api/comment,topicId
pybbs,POST /api/login,username
pybbs,POST /api/mobile_login,mobile
pybbs,POST /api/register,email
pybbs,POST /api/register,username
pybbs,POST /api/topic,token
pybbs,POST /api/upload,token
pybbs,PUT /api/comment/{id},id
pybbs,PUT /api/comment/{id},token
pybbs,PUT /api/settings,token
pybbs,PUT /api/settings/updateEmail,email
pybbs,PUT /api/settings/updateEmail,token
pybbs,PUT /api/settings/updatePassword,token
pybbs,PUT /api/topic,id
pybbs,PUT /api/topic,token
TIME-SEA-chatgpt,GET /auth/email/code/{email},email
TIME-SEA-chatgpt,GET /drawing/image/data/{drawingId},drawingId
TIME-SEA-chatgpt,GET /drawing/status/{drawingId},drawingId
TIME-SEA-chatgpt,GET /user/stat/get/data,starId
TIME-SEA-chatgpt,POST /admin/drawing/status/{id},id
TIME-SEA-chatgpt,POST /admin/exchange/delete/{id},id
TIME-SEA-chatgpt,POST /admin/product/delete/{id},id
TIME-SEA-chatgpt,POST /admin/sd/delete/{id},id
TIME-SEA-chatgpt,POST /admin/server/put/config,conversationUuid
TIME-SEA-chatgpt,POST /admin/server/put/config,openKey
TIME-SEA-chatgpt,POST /admin/server/put/config,openPlusKey
TIME-SEA-chatgpt,POST /admin/server/put/config,organizationUuid
TIME-SEA-chatgpt,POST /admin/server/put/config,sessionKey
TIME-SEA-chatgpt,POST /admin/user/put/data,userId
TIME-SEA-chatgpt,POST /auth/email/enroll,email
TIME-SEA-chatgpt,POST /auth/email/login,email
TIME-SEA-chatgpt,POST /auth/email/password/back,email
TIME-SEA-chatgpt,POST /drawing/image/delete/{id},id
TIME-SEA-chatgpt,POST /pay/alipay/pay/{productId},productId
TIME-SEA-chatgpt,POST /pay/alipay/status/{orderId},orderId
TIME-SEA-chatgpt,POST /user/personality/put/config,openKey
TIME-SEA-chatgpt,POST /user/star/delete/{id},id
TIME-SEA-chatgpt,POST /user/stat/put/data,starId
TIME-SEA-chatgpt,POST /user/upload/username,userName
TIME-SEA-chatgpt,POST /user/wechat/bind,email
youlai-mall,DELETE /mall-oms/app-api/v1/carts/skuId/{skuId},skuId
youlai-mall,DELETE /mall-oms/app-api/v1/orders/{orderId},orderId
youlai-mall,GET /mall-pms/api/v1/attributes,categoryId
youlai-mall,GET /mall-pms/api/v1/brands/{id},id
youlai-mall,PATCH /mall-pms/api/v1/categories/{id},id
youlai-mall,PATCH /mall-ums/api/v1/members/{memberId}/status,id
youlai-mall,PATCH /mall-ums/api/v1/members/{memberId}/status,mobile
youlai-mall,PATCH /mall-ums/api/v1/members/{memberId}/status,openid
youlai-mall,POST /mall-oms/app-api/v1/carts,skuId
youlai-mall,POST /mall-oms/app-api/v1/orders/confirm,skuId
youlai-mall,POST /mall-oms/app-api/v1/orders/payment,appId
youlai-mall,POST /mall-oms/app-api/v1/orders/submit,orderToken
youlai-mall,POST /mall-pms/api/v1/attributes/batch,categoryId
youlai-mall,POST /mall-pms/api/v1/brands,id
youlai-mall,POST /mall-pms/api/v1/categories,id
youlai-mall,POST /mall-pms/api/v1/spu,brandId
youlai-mall,POST /mall-pms/api/v1/spu,categoryId
youlai-mall,POST /mall-pms/api/v1/spu,id
youlai-mall,POST /mall-sms/api/v1/adverts,id
youlai-mall,POST /mall-sms/api/v1/coupons,id
youlai-mall,POST /mall-ums/app-api/v1/addresses,consigneeMobile
youlai-mall,POST /mall-ums/app-api/v1/addresses,id
youlai-mall,POST /mall-ums/app-api/v1/members,mobile
youlai-mall,POST /mall-ums/app-api/v1/members,openid
youlai-mall,POST /mall-ums/app-api/v1/members/view/history,id
youlai-mall,PUT /mall-oms/app-api/v1/carts/skuId/{skuId},skuId
youlai-mall,PUT /mall-pms/api/v1/brands/{id},id
youlai-mall,PUT /mall-pms/api/v1/categories/{id},id
youlai-mall,PUT /mall-pms/api/v1/sku/{skuId},id
youlai-mall,PUT /mall-pms/api/v1/sku/{skuId},spuId
youlai-mall,PUT /mall-pms/api/v1/spu/{id},brandId
youlai-mall,PUT /mall-pms/api/v1/spu/{id},categoryId
youlai-mall,PUT /mall-pms/api/v1/spu/{id},id
youlai-mall,PUT /mall-pms/app-api/v1/skus/lock,orderToken
youlai-mall,PUT /mall-pms/app-api/v1/skus/lock,skuId
youlai-mall,PUT /mall-pms/app-api/v1/skus/unlock,orderToken
youlai-mall,PUT /mall-sms/api/v1/adverts/{id},id
youlai-mall,PUT /mall-sms/api/v1/coupons/{couponId},couponId
youlai-mall,PUT /mall-sms/api/v1/coupons/{couponId},id
youlai-mall,PUT /mall-ums/api/v1/members/{memberId},id
youlai-mall,PUT /mall-ums/api/v1/members/{memberId},mobile
youlai-mall,PUT /mall-ums/api/v1/members/{memberId},openid
youlai-mall,PUT /mall-ums/app-api/v1/addresses/{addressId},consigneeMobile
youlai-mall,PUT /mall-ums/app-api/v1/addresses/{addressId},id
youlai-mall,PUT /mall-ums/app-api/v1/members/{memberId}/balances/_deduct,memberId
mall,GET /alipay/query,outTradeNo
mall,GET /alipay/query,tradeNo
mall,GET /brand/detail/{brandId},brandId
mall,GET /brand/productList,brandId
mall,GET /cart/getProduct/{productId},productId
mall,GET /cart/update/quantity,id
mall,GET /home/productCateList/{parentId},parentId
mall,GET /home/subjectList,cateId
mall,GET /member/address/{id},id
mall,GET /member/attention/detail,brandId
mall,GET /member/coupon/listByProduct/{productId},productId
mall,GET /member/productCollection/detail,productId
mall,GET /order/detail/{orderId},orderId
mall,GET /product/detail/{id},id
mall,GET /product/search,brandId
mall,GET /product/search,productCategoryId
mall,GET /sso/getAuthCode,telephone
mall,POST /cart/add,id
mall,POST /cart/add,productCategoryId
mall,POST /cart/add,productId
mall,POST /cart/update/attr,id
mall,POST /cart/update/attr,productCategoryId
mall,POST /cart/update/attr,productId
mall,POST /member/address/add,id
mall,POST /member/address/delete/{id},id
mall,POST /member/address/update/{id},id
mall,POST /member/attention/add,brandId
mall,POST /member/attention/add,id
mall,POST /member/attention/delete,brandId
mall,POST /member/coupon/add/{couponId},couponId
mall,POST /member/productCollection/add,id
mall,POST /member/productCollection/add,productId
mall,POST /member/productCollection/delete,productId
mall,POST /member/readHistory/create,id
mall,POST /member/readHistory/create,productId
mall,POST /order/cancelOrder,orderId
mall,POST /order/cancelUserOrder,orderId
mall,POST /order/confirmReceiveOrder,orderId
mall,POST /order/deleteOrder,orderId
mall,POST /order/generateOrder,couponId
mall,POST /order/paySuccess,orderId
mall,POST /returnApply/create,orderId
mall,POST /returnApply/create,productId
mall,POST /sso/login,username
mall,POST /sso/register,authCode
mall,POST /sso/register,telephone
mall,POST /sso/register,username
mall,POST /sso/updatePassword,authCode
mall,POST /sso/updatePassword,telephone
